"","X1","idLV","SG_UF","CD_LOCALIDADE_TSE","NM_LOCALIDADE","NR_ZONA","NR_LOCVOT","NM_LOCVOT","DS_ENDERECO","DS_BAIRRO","NR_CEP","n_locs","street_name","street_number","locality","postal_code","sub_locality","provider","latitude","longitude","dispersion","clusters_count","providers_count","levenshtein_match_street_name"
"192",3216,91677201945,"MT",91677,"VÁRZEA GRANDE",20,1945,"ESCOLA ESTADUAL GOVERNADOR DANTE MARTINS DE OLIVEIRA","RUA A SN","JARDIM TARUMÃ",78110000,1,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
"193",3217,91677201953,"MT",91677,"VÁRZEA GRANDE",20,1953,"CENTRO MUNIC.DE ATEND.ESPECIALIZ.E APOIO À INCLUSÃO JOÃO RIBEIRO FILHO","AV. SALIN NADAF","AV. SALIN NADAF",78110500,5,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
"194",3218,91677201961,"MT",91677,"VÁRZEA GRANDE",20,1961,"CASA DE ARTE E CULTURA DE VÁRZEA GRANDE","AVENIDA COUTO MAGALHÃES","AVENIDA COUTO MAGALHÃES",78110400,4,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
"195",3219,91677491015,"MT",91677,"VÁRZEA GRANDE",49,1015,"ESCOLA ESTADUAL DE 1º GRAU DEPUTADO SALIN NADAF","RUA Q, S/N","COHAB CRISTO REI",78115000,15,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
"196",3220,91677491023,"MT",91677,"VÁRZEA GRANDE",49,1023,"ESCOLA ESTADUAL DE 1º E 2º GRAUS JULIO MÜLLER","PROFESSORA ISABEL PINTO                CRISTO REI         S/N","CENTRO",78115000,10,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
"197",3221,91677491040,"MT",91677,"VÁRZEA GRANDE",49,1040,"ESCOLA ESTADUAL DE 1º GRAU DEPUTADO EMANUEL PINHEIRO","AV. DOM ORLANDO CHAVES  758","CRISTO REI",78115000,8,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
"198",3222,91677491058,"MT",91677,"VÁRZEA GRANDE",49,1058,"ESCOLA ESTADUAL DE 1º E 2º GRAUS JOSÉ LEITE DE MORÃES","RUA PROFESSORA ISABEL PINTO","CRISTO REI",78115000,14,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
"199",3223,91677491066,"MT",91677,"VÁRZEA GRANDE",49,1066,"ESCOLA ROBERTO COCHRANE SIMONSEN (SESI)","AV. DOM ORLANDO CHAVES                 CRISTO REI         1068","CENTRO",78115000,12,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
"200",3224,91677491074,"MT",91677,"VÁRZEA GRANDE",49,1074,"ESCOLA ESTADUAL DE 1º GRAU MANOEL GOMES","TRAVESSA SAO BENTO S/N","MANGA",78115000,7,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
"201",3225,91677491082,"MT",91677,"VÁRZEA GRANDE",49,1082,"ESCOLA ESTADUAL DE 1º GRAU PROF.DEMÉTRIO DE SOUZA","AV. MINEIRÃO S/N","ALTO DA BOA VISTA",78115000,9,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
"202",3226,91677491090,"MT",91677,"VÁRZEA GRANDE",49,1090,"ESCOLA ESTADUAL DE 1º GRAU HEROCLITO LEÔNCIO MONTEIRO","RUA F, QUADRA 12 S/N","COHAB JAIME CAMPOS",78115000,8,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
"203",3227,91677491104,"MT",91677,"VÁRZEA GRANDE",49,1104,"ESCOLA ESTADUAL DE 1º GRAU DUNGA RODRIGUES","AV SÉRGIO JULIÃO DE BRITO 520","PARQUE DO LAGO",78115000,10,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
"204",3228,91677491171,"MT",91677,"VÁRZEA GRANDE",49,1171,"ESCOLA ESTADUAL DE 1º GRAU MANOEL CORREIA DE ALMEIDA","MANOEL LINO MOREIRA TRIAL S/N","ALAMEDA JULIO MÜLLER",78115000,6,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
"205",3229,91677491198,"MT",91677,"VÁRZEA GRANDE",49,1198,"ESCOLA MUNICIPAL DE 1º GRAU  TEN. WALDOMIRO DELGADO BERTULIO","AV. SÃO GONÇALO S/N","PARQUE DO LAGO",78115000,3,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
"206",3231,91677491210,"MT",91677,"VÁRZEA GRANDE",49,1210,"ESCOLA ESTADUAL DE 1º GRAU HONÓRIO RODRIGUES AMORIM","RUA 14 ,  QD 22","COHAB DOM ORLANDO CHAVES",78000000,3,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
"207",3232,91677491228,"MT",91677,"VÁRZEA GRANDE",49,1228,"ESCOLA ESTADUAL DE 1ºGRAU DOM BOSCO","ALAMEDA A - QUADRA 9 S/N","COHAB DOM BOSCO",78115000,6,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
"208",3233,91677491244,"MT",91677,"VÁRZEA GRANDE",49,1244,"ESCOLA ESTADUAL DE 1º GRAU JOSÉ MENDES MARTINS","JOÃO LOPES MACEDO SN","PARQUE DO LAGO",78115000,7,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
"209",3234,91677491252,"MT",91677,"VÁRZEA GRANDE",49,1252,"ESCOLA MUNICIPAL DE 1º GRAU PROFESSORA JUVENILIA MONTEIRO DE OLIVEIRA","RUA PRINCIPAL DISTRITO ENGORDADOR","CENTRO",78110000,2,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
"210",3235,91677491260,"MT",91677,"VÁRZEA GRANDE",49,1260,"CENTRO EDUCACIONAL SALVELINA FERREIRA DA SILVA","AV. SÃO SEBASTIÃO, S/N","MARINGA III",78000000,9,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
"211",3236,91677491287,"MT",91677,"VÁRZEA GRANDE",49,1287,"ESCOLA MUNICIPAL APOLONIO FRUTUOSO DA SILVA","AV WALTER FONTANA SN","CONSTRUMAT",78115000,2,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
"212",3237,91677491295,"MT",91677,"VÁRZEA GRANDE",49,1295,"ESCOLA MUNICIPAL ANA ROSA DA SILVA","RUA ARI PAES BARRETO SN","CRISTO REI",78115000,5,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
"213",3238,91677491309,"MT",91677,"VÁRZEA GRANDE",49,1309,"ESCOLA MUNICIPAL MARIA JOANA DA S. ALMEIDA","RUA B SN","UNIPARK",78115000,2,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
"214",3239,91677491317,"MT",91677,"VÁRZEA GRANDE",49,1317,"ESCOLA ESTADUAL DE 1º GRAU DOMINGOS SÁVIO BRANDÃO DE LIMA","RUA MANOEL VARGAS","CRISTO REI",78115000,7,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
"215",3240,91677491325,"MT",91677,"VÁRZEA GRANDE",49,1325,"ESCOLA ESTADUAL HERNANDY MAURICIO BARACAT DE ARRUDA","RUA MOARADA NOVA SN","PARQUE DO LAGO",78115000,6,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
"216",3241,91677491333,"MT",91677,"VÁRZEA GRANDE",49,1333,"E.M.P.G. PROF.MARIA BARBOSA MARTINS","DISTRITO DE BONSUCESSO","ZONA RURAL",78110000,2,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
"217",3242,91677491341,"MT",91677,"VÁRZEA GRANDE",49,1341,"E.M.P.G. PROF. MARIA DE LOURDES T. AREIAS","AV. PRINCIPAL - DIST. PRAIA GRANDE","ZONA RURAL",78110000,2,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
"218",3243,91677491350,"MT",91677,"VÁRZEA GRANDE",49,1350,"CAMARA MUNICIPAL DE VARZEA GRANDE","AV. CASTELO BRANCO   S/N","ÁGUA LIMPA",78110000,7,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
"219",3244,91677491368,"MT",91677,"VÁRZEA GRANDE",49,1368,"ESC.EST. DE I E II GRAUS LECINIO MONTEIRO SILVA'","AV. PEDRO PEDROSSIAN   N 211","CENTRO",78110000,7,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
"220",3245,91677491384,"MT",91677,"VÁRZEA GRANDE",49,1384,"ESC.EST. DE I GRAU 'ADALGISA DE BARROS'","GOVER. PEDRO PREDROSSIAN       S/N","CENTRO",78110000,11,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
"221",3246,91677491406,"MT",91677,"VÁRZEA GRANDE",49,1406,"ESC.EST. DE I GRAU 'VANIL STABILITO'","RUA 'B' - QUADRA 16 COHAB NOSS. SENH. GUIA  S/N","ÁGUA LIMPA",78110000,9,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
"222",3247,91677491422,"MT",91677,"VÁRZEA GRANDE",49,1422,"QUINTA CIRETRAN","PRES ARTHUR BERNARDES   SN","JARDIM AEROPORTO",78000000,4,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
"223",3248,91677491430,"MT",91677,"VÁRZEA GRANDE",49,1430,"ESC.EST.1 E 2 GRAUS 'ELMAZ GATTASS MONTEIRO","AV. MARECHAL HERMES DA FONSECA        IPASE              S/N","IPASE",78110000,12,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
"224",3249,91677491457,"MT",91677,"VÁRZEA GRANDE",49,1457,"ESC.EST.DE I E II GRAUS 'DEPUT. GONCALO BOTELHO DE CAMPOS","RUA JACOB DO BANDOLIM  N  02","JARDIM COSTA VERDE",78110000,11,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
"225",3250,91677491465,"MT",91677,"VÁRZEA GRANDE",49,1465,"ESC. ESTADUAL DE I GRAU 'MIGUEL BARACAT'","PRINCIPAL  SN","PIRINEU",78110000,4,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
"226",3251,91677581015,"MT",91677,"VÁRZEA GRANDE",58,1015,"E.M.E.B. PROF.ANTONIO SALUSTIO AREIAS","AV. LEONCIO LOPES MIRANDA, S/N- CAPELA PISSARRAO","CAPELA DO PIÇARRÃO",78110000,5,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
"227",3253,91677581031,"MT",91677,"VÁRZEA GRANDE",58,1031,"E.E. MARIA DA CUNHA BRUNO","AV. A S/N","JARDIM PRIMAVERA",78015000,5,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
"228",3254,91677581040,"MT",91677,"VÁRZEA GRANDE",58,1040,"E.M.E.B. PROFESSORA RUTH MARTINS SANTANA","RUA M, S/N -  JARDIM IKARAI","JARDIM IKARAÍ",78110000,5,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
"229",3255,91677581066,"MT",91677,"VÁRZEA GRANDE",58,1066,"CAPELA NOSSA SENHORA APARECIDA","DISTRITO DE ESPINHEIRO","ZONA RURAL",78110000,1,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
"230",3256,91677581112,"MT",91677,"VÁRZEA GRANDE",58,1112,"ESCOLA MUNICIPAL 'VEREADOR ESTEVÃO FERREIRA DA CUNHA'","RUA PRINCIPAL, S/N","DISTRITO DE SOUZA LIMA",78110000,3,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
"231",3257,91677581120,"MT",91677,"VÁRZEA GRANDE",58,1120,"E.M.E.B. VEREADOR ZENO DE OLIVEIRA","RUA ANTIDIO MANOEL DA SILVA, S/N - PAI ANDRÉ","DISTRITO PAI ANDRÉ",78110000,1,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
"232",3258,91677581139,"MT",91677,"VÁRZEA GRANDE",58,1139,"E.M. EURAIDES DE PAULA","AV. PRINCIPAL, S/N  -  DISTRITO DE LIMPO GRANDE","ZONA RURAL",78110000,2,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
"233",3259,91677581147,"MT",91677,"VÁRZEA GRANDE",58,1147,"E.M.E.B. JULIO DOMINGOS DE CAMPOS","RUA LUIS PEDRO DE LIMA, 908 - CAPÃO GRANDE","DISTRITO DE CAPÃO GRANDE",78110000,6,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
"234",3260,91677581155,"MT",91677,"VÁRZEA GRANDE",58,1155,"E.M.E.B. PROFESSORA ANGELA JARDIM","RUA Z, S/N - COHAB CANELLAS","COHAB CANELLAS",78110000,9,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
"235",3261,91677581171,"MT",91677,"VÁRZEA GRANDE",58,1171,"ESCOLA MUNICIPAL DE ED. BÁSICA DAVY MAYER","AV. PRINCIPAL S/N - SÃO SIMÃO","SÃO SIMÃO",78110000,5,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
"236",3262,91677581201,"MT",91677,"VÁRZEA GRANDE",58,1201,"E.M.E.B. FAUSTINO ANTONIO DA SILVA","RUA CLARO ALVES - QUADRA 80 - COLINAS VERDEJANTES","COLINAS VERDEJANTES",78110000,3,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
"237",3263,91677581210,"MT",91677,"VÁRZEA GRANDE",58,1210,"E.M.E.B. HONORATO PEDROSO DE BARROS","AV. FILINTO MULLER, SN - ÁGUA VERMELHA","ÁGUA VERMELHA",78110000,3,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
"238",3264,91677581228,"MT",91677,"VÁRZEA GRANDE",58,1228,"ESCOLA MUNICIPAL PROF. LUCIA LEITE RODRIGUES","VARZEA GRANDE ESQ. COM R.BARRA DO GARÇAS S/N","LOTEAMENTO NOVO MATO GROSSO",78000000,4,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
"239",3265,91677581236,"MT",91677,"VÁRZEA GRANDE",58,1236,"E.M.E.B. PROFESSORA LIBIA DA COSTA RONDON","AV.PRINCIPAL DE ACESSO PRAIA GRANDE S/N","RESIDENCIAL JARDIM BOTÂNICO",78000000,7,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
"240",3266,91677581244,"MT",91677,"VÁRZEA GRANDE",58,1244,"ESCOLA ESTADUAL ELIZABETH MARIA BASTOS MINEIRO","RUA 15 QUADRA 112 S/S","SÃO MATEUS",78015000,5,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
"241",3267,91677581260,"MT",91677,"VÁRZEA GRANDE",58,1260,"E.M.E.B. ANTONIA FELIPA DE CAMPOS'","RUA SD, QUADRA 100","NOVO MUNDO",78110000,1,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
"242",3268,91677581279,"MT",91677,"VÁRZEA GRANDE",58,1279,"E.M.E.B. BIANKA LORENA DA ROCHA CAPILÉ","AGROVILA SÃO MIGUEL - ASSENTAMENTO SADIA III","ZONA RURAL",78170000,2,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
"243",3269,91677581287,"MT",91677,"VÁRZEA GRANDE",58,1287,"ESCOLA  MUNICIPAL  PROFESSORA AIR ADDOR","RUA DEZ SN","COHAB OURO VERDE",78148900,5,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
"244",3270,91677581309,"MT",91677,"VÁRZEA GRANDE",58,1309,"E.M.E.B. BENEDITO ABRÃO NASSARDEM","LOCALIDADE DE FORMIGUEIRO","ZONA RURAL",78110000,1,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
"245",3271,91677581333,"MT",91677,"VÁRZEA GRANDE",58,1333,"ESCOLA ESTADUAL 'FERNANDO LEITE DE CAMPOS'","AV. ALZIRA SANTANA ,  N 347","CENTRO",78150000,16,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
"246",3272,91677581341,"MT",91677,"VÁRZEA GRANDE",58,1341,"CENTRO DE ESPECIALIDADES - POSTO DE SAÚDE","RUA SANTO ANTONIO","CENTRO",78150000,3,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
"247",3273,91677581350,"MT",91677,"VÁRZEA GRANDE",58,1350,"CENTRO EDUCACIONAL ABDALA JOSÉ DE ALMEIDA","RUA 32, QUADRA 165","SÃO MATEUS",78110000,10,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
"248",3274,91677581368,"MT",91677,"VÁRZEA GRANDE",58,1368,"ESCOLA MUNICIPAL E. BÁSICA LUIZ REVELES PEREIRA","RUA N, QUADRA 26","PORTAL DA AMAZÔNIA",78110000,2,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
"249",3275,91677581376,"MT",91677,"VÁRZEA GRANDE",58,1376,"ESCOLA MUNICIPAL LENINE DE CAMPOS POVOAS","AV PRINCIPAL SN","LOTEAMENTO PARQUE DAS ESTAÇÕES",78110000,1,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
"250",3276,91677581392,"MT",91677,"VÁRZEA GRANDE",58,1392,"EMEB JOSE ESTEJO DE CAMPOS","RUA 23 Q 30 BAIRRO VITORIA REGIA","JARDIM VITORIA RÉGIA",78000000,1,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
"251",3277,91677581406,"MT",91677,"VÁRZEA GRANDE",58,1406,"EMEB PROF MARIA PEDROSA DE MIRANDA","R 15, QUADRA 15, LOTE 01","PARQUE DO SABIÁ",78000000,2,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
"252",3278,91677581414,"MT",91677,"VÁRZEA GRANDE",58,1414,"EMEB JAIME VERISSIMO DE CAMPOS JÚNIOR","RUA SÃO PAULO S/N","NOVA VÁRZEA GRANDE",78000000,2,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
"253",3279,91677581422,"MT",91677,"VÁRZEA GRANDE",58,1422,"E ESTADUAL PROF TEREZINHA DE JESUS DA SILVA","RUA 15, Q 56 S/N","NOVA FRONTEIRA",78000000,1,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
"254",3280,91677581430,"MT",91677,"VÁRZEA GRANDE",58,1430,"EMEB ELIAS DOMINGAS","ASSENTAMENTO NOSSA SENHORA APARECIDA - SADIA I - VÁRZEA GRANDE","ZONA RURAL",78000000,1,"NA","NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA
